id,price
0,1291.8
1,6564.488888888889
2,1605.7
3,4201.34
4,1867.9
5,9356.7
6,748.8
7,988.1
8,754.26
9,14589.8
10,432.87333333333333
11,852.0
12,1136.8
13,1776.6
14,1575.3
15,3235.8
16,1339.8
17,1036.9
18,2848.5
19,1837.0
20,5402.7
21,6778.0
22,3348.1
23,14405.6
24,681.1
25,5612.1
26,1302.3
27,9477.916666666666
28,447.7
29,737.8
30,7161.55
31,663.9666666666667
32,593.85
33,855.6
34,1750.3
35,17188.5
36,986.5
37,525.8333333333334
38,993.3333333333334
39,1884.3
40,3754.9
41,6209.7
42,6389.7
43,2510.0
44,8469.4
45,5994.2
46,5579.6
47,2510.9
48,2805.0
49,4519.6
50,662.8
51,5080.0
52,956.0
53,10164.4
54,807.4100000000001
55,8053.5
56,498.6
57,641.5333333333334
58,710.8
59,2423.7
60,783.2
61,951.4333333333334
62,404.8
63,4692.1
64,3333.533333333333
65,913.8484848484848
66,501.8
67,721.9
68,653.125
69,604.8
70,1943.5066666666667
71,10401.9
72,849.5
73,1537.5
74,3629.2
75,1686.8
76,960.0
77,10121.9
78,2720.2400000000002
79,2266.1
80,921.4
81,2929.0
82,8574.3
83,614.2857142857143
84,818.5
85,1038.6
86,2220.5
87,1208.2
88,2742.6
89,6557.0
90,1302.4
91,1691.5
92,799.0
93,5435.4
94,1202.2
95,396.8
96,755.45
97,10657.2
98,645.0
99,6046.1
100,6003.383333333333
101,9970.0
102,4585.6
103,16887.7
104,14037.9
105,684.8
106,487.7
107,486.6
108,4989.5
109,2038.35
110,4044.7
111,5708.3
112,4315.5
113,681.2
114,7782.3
115,1676.9
116,1515.7
117,984.8666666666666
118,1254.0
119,2571.6
120,1839.7
121,1933.95
122,14166.0
123,11291.2
124,8095.4
125,826.4
126,652.625
127,887.5
128,3511.2
129,646.175
130,4209.233333333333
131,2519.4
132,9788.0
133,818.6366666666665
134,2394.9
135,739.55
136,7870.0
137,15673.3
138,1186.9
139,4035.3
140,2324.925
141,4559.1
142,1804.1
143,11095.6
144,3435.1
145,1229.1
146,849.3
147,1895.9333333333332
148,2153.5
149,1941.5
150,6838.3
151,4333.1
152,2673.4766666666665
153,1366.8
154,1158.9
155,834.4
156,1752.0
157,1617.75
158,1036.9
159,2263.8
160,1840.6
161,2471.1
162,1570.4333333333332
163,855.85
164,694.5
165,4714.8
166,593.9
167,1176.3
168,18140.36666666667
169,2456.9
170,3624.4
171,1362.4
172,606.4
173,2261.4
174,7355.3
175,4661.7
176,4545.9
177,4603.1
178,4828.3
179,1163.9
180,13805.7
181,697.9300000000001
182,10574.1
183,1632.8
184,1082.8
185,6864.7
186,886.0
187,2733.0
188,2052.3
189,734.0
190,4070.6
191,635.3
192,2218.3
193,10472.925
194,2221.6
195,1136.72
196,13188.4
197,706.3
198,687.3666666666667
199,800.5
200,4181.1
201,2523.8
202,854.9555555555556
203,866.1
204,4842.1
205,2412.8
206,15767.7
207,13463.9
208,3845.7
209,706.0
210,5232.233333333333
211,2185.8
212,3482.3
213,2978.3
214,911.5666666666666
215,5986.475
216,1985.0
217,705.5
218,4895.6
219,627.6
220,1915.1
221,1732.4166666666667
222,1175.6333333333334
223,15587.966666666669
224,2207.8
225,1449.1
226,2805.7
227,4560.1
228,765.3
229,5722.6
230,7993.2
231,3099.8
232,812.8
233,579.0
234,1387.7
235,1622.1
236,2138.8
237,790.5
238,729.75
239,9191.3
240,1455.9
241,4191.15
242,8508.7
243,8874.9
244,877.5
245,2329.9
246,14883.2
247,4325.5
248,403.1
249,896.5
250,2584.8
251,692.5
252,948.3
253,2691.2
254,14578.7
255,8520.6
256,15726.2
257,754.48
258,6600.5
259,421.6
260,707.6800000000001
261,9411.3
262,9832.9
263,2041.0
264,772.0
265,2078.5
266,779.4683333333334
267,504.8
268,1045.1
269,3497.6333333333328
270,1673.9
271,2329.9
272,3735.1
273,3982.8125
274,1012.4
275,466.6
276,1031.3
277,743.675
278,3829.0
279,4470.1
280,1003.2
281,587.2
282,2366.1
283,1080.5
284,681.5
285,14126.423333333334
286,556.5
287,10001.64
288,14747.2
289,782.5899999999999
290,778.6
291,1137.8
292,1075.85
293,2571.2
294,5265.3
295,938.4566666666667
296,7464.7
297,4102.8
298,3094.1
299,1702.8
300,976.3
301,601.0
302,487.0
303,2795.0
304,4796.875
305,15448.8
306,4189.8
307,4706.3
308,950.6
309,5181.6
310,1247.1
311,666.5
312,3412.6
313,2328.0
314,4251.5
315,1875.6
316,6620.7
317,15142.3
318,13730.925
319,1237.2
320,13651.2
321,6518.0
322,9882.775
323,1013.4
324,569.2
325,15960.1
326,935.1
327,1109.1
328,2416.2
329,928.96
330,2374.55
331,1456.1
332,861.2
333,720.5
334,2516.7
335,923.0
336,706.8333333333334
337,900.1
338,2644.8
339,3826.5
340,7091.3
341,12396.7
342,819.05
343,1927.9666666666665
344,1728.2333333333336
345,3892.6
346,2429.6
347,1139.9
348,10437.566666666668
349,10633.733333333334
350,6699.3166666666675
351,2504.5
352,1168.3
353,2383.9
354,927.5
355,2613.15
356,883.3
357,3395.2
358,3372.5
359,3105.0
360,755.5
361,809.6
362,1995.65
363,791.1
364,591.3
365,3927.0
366,517.7
367,1166.3
368,1988.2
369,2641.0
370,940.7
371,2528.8
372,508.9333333333333
373,1110.8
374,629.7666666666667
375,5143.7
376,769.6
377,646.2
378,5123.9
379,3228.7333333333336
380,884.4
381,1797.7
382,15036.1
383,461.5
384,1099.4
385,691.8
386,6325.8
387,808.2666666666667
388,5839.5
389,6927.7
390,916.65
391,16478.8
392,10049.433333333334
393,3888.9
394,1964.0
395,1668.6
396,4732.1
397,2363.55
398,2327.9
399,1818.2566666666667
400,1993.2
401,1766.4
402,2591.3
403,1058.9666666666667
404,913.9
405,2040.7
406,684.5
407,805.0
408,613.0
409,6780.3
410,6696.6
411,1128.3
412,991.0
413,1660.8666666666663
414,17552.2
415,4412.1
416,958.7083333333333
417,1324.7333333333331
418,791.725
419,4777.5
420,699.5
421,468.325
422,5574.0
423,7849.7
424,2285.4333333333334
425,4055.5
426,3944.5
427,2196.275
428,1832.1
429,637.7
430,746.7533333333333
431,962.5
432,4122.7
433,1091.0
434,5599.966666666666
435,2350.8
436,848.5666666666668
437,2347.8
438,5377.0
439,1003.65
440,5635.0
441,4450.6
442,528.95
443,2032.3
444,1320.8
445,2066.9
446,1372.1
447,15170.7
448,1306.1733333333334
449,926.2
450,1383.7
451,10976.642857142859
452,885.8
453,507.4666666666666
454,7288.6
455,4576.6
456,821.8671428571428
457,4094.0
458,4408.266666666667
459,1155.8
460,2465.5
461,1802.35
462,691.3416666666667
463,5185.75
464,6743.1
465,3826.6
466,5022.8
467,3012.6
468,478.6
469,544.4
470,5074.0
471,10616.2
472,8831.9
473,13634.7
474,1624.8125
475,7505.9
476,5472.15
477,2063.5
478,852.9333333333334
479,8892.7
480,1983.4
481,4924.2
482,1211.0
483,490.6
484,4157.4
485,506.4
486,765.25
487,489.7
488,2856.1
489,1921.0
490,782.9
491,702.95
492,1981.6
493,16198.5
494,8675.7
495,559.1
496,2210.2
497,1468.8200000000002
498,13026.6
499,876.0
500,2718.9
501,1972.3
502,1728.3333333333333
503,4275.6
504,3173.1
505,8098.7
506,816.0333333333334
507,17688.0
508,1039.0
509,6593.4
510,2282.0
511,2913.7
512,2298.0
513,574.6333333333334
514,5063.9
515,458.7
516,7654.5
517,2573.6
518,8261.6
519,6347.9
520,4931.7
521,879.0
522,683.0
523,4063.9
524,9554.6
525,926.3
526,765.0
527,586.2
528,924.4
529,962.45
530,3917.35
531,6125.2
532,5869.3
533,10024.6
534,1925.7
535,1722.3
536,560.2
537,4796.6
538,392.7
539,10056.5
540,3159.1333333333337
541,1825.5
542,3461.9
543,1352.6375
544,905.0
545,4997.333333333333
546,6086.6
547,1210.8
548,4505.8
549,5387.075
550,14581.6
551,3255.5
552,3932.1
553,1881.4699999999998
554,3824.7833333333338
555,1092.3
556,2118.4
557,583.6
558,3399.5
559,5046.9
560,742.9
561,3246.9
562,8477.3
563,805.5
564,1331.95
565,9551.5
566,2233.2
567,974.6
568,2090.1
569,3363.9
570,660.4
571,609.8666666666666
572,11037.8
573,2158.1
574,2016.45
575,750.625
576,443.1
577,2482.4
578,7225.2
579,6090.6
580,985.3
581,9055.1
582,577.9
583,1821.0416666666667
584,957.0
585,5762.7
586,12305.4
587,742.2
588,1075.85
589,772.05
590,3575.4
591,5073.8
592,4773.5
593,4212.65
594,749.9
595,543.3333333333334
596,4686.05
597,615.95
598,1465.2
599,7362.8
600,897.6666666666667
601,680.1
602,2598.1
603,5233.7
604,2365.1
605,1516.1
606,6657.1
607,5583.6
608,14440.1
609,755.7
610,10620.8
611,17229.0
612,5279.1
613,1302.6666666666665
614,668.15
615,9665.6
616,2519.9333333333334
617,534.2
618,1732.2
619,555.7
620,5342.4
621,4149.0
622,15862.2
623,646.9
624,789.0
625,16228.8
626,13505.4
627,6746.8
628,6257.2
629,1182.3
630,2914.0
631,13291.1
632,1118.9833333333331
633,1002.9833333333333
634,809.7
635,3786.3
636,4570.0
637,3151.3
638,4435.5
639,1148.5
640,12178.058333333332
641,6168.2
642,604.35
643,10163.7
644,14029.2
645,4257.2
646,3294.2
647,7168.4
648,2650.3
649,5397.1
650,2970.4
651,1810.4
652,729.5
653,1401.0
654,758.525
655,2419.8
656,7896.3
657,3481.3666666666663
658,636.4
659,5313.6
660,438.8
661,592.1
662,1986.5
663,638.35
664,3957.6
665,9107.6
666,5109.0
667,6272.8
668,1776.1599999999999
669,985.1600000000001
670,9880.5
671,1058.0
672,9078.8
673,5759.5
674,718.0
675,617.1800000000001
676,7071.4
677,4603.3
678,726.8
679,705.5350000000001
680,1612.5
681,755.55
